created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2026-02-05T12:35:00+00:00,253,11.74,1.58,59.16,99.95,3.50,1.30,0.00,0.00,,,,
2026-02-05T12:35:19+00:00,254,11.75,1.95,59.57,99.95,3.50,1.95,0.00,0.00,,,,
2026-02-05T12:35:34+00:00,255,11.76,1.49,59.96,99.95,3.50,1.31,0.00,0.00,,,,
2026-02-05T12:35:49+00:00,256,11.77,1.12,60.47,99.95,3.50,1.10,0.00,0.00,,,,
2026-02-05T12:36:09+00:00,257,11.77,1.74,60.35,99.95,3.50,1.18,0.00,0.00,,,,
2026-02-05T12:36:24+00:00,258,11.77,1.60,60.59,99.95,3.50,1.58,0.00,0.00,,,,
2026-02-05T12:36:39+00:00,259,11.76,1.38,60.04,99.95,3.50,1.94,0.00,0.00,,,,
2026-02-05T12:37:00+00:00,260,11.77,1.82,60.43,99.95,3.50,1.08,0.00,0.00,,,,
2026-02-05T12:37:19+00:00,261,11.80,1.41,61.76,99.95,3.50,1.55,0.00,0.00,,,,
2026-02-05T12:37:39+00:00,262,11.80,1.51,62.03,99.95,3.50,1.88,0.00,0.00,,,,
2026-02-05T12:37:59+00:00,263,11.79,1.24,61.56,99.95,3.50,1.35,0.00,0.00,,,,
2026-02-05T12:38:14+00:00,264,11.80,1.09,61.80,99.95,3.50,1.15,0.00,0.00,,,,
2026-02-05T12:38:29+00:00,265,11.79,1.54,61.44,99.95,3.50,1.83,0.00,0.00,,,,
2026-02-05T12:38:49+00:00,266,11.79,1.19,61.44,99.95,3.50,1.24,0.00,0.00,,,,
2026-02-05T12:39:09+00:00,267,11.80,1.05,62.06,99.95,3.50,1.79,0.00,0.00,,,,
2026-02-05T12:39:29+00:00,268,11.82,1.00,62.81,99.95,3.50,1.90,0.00,0.00,,,,
2026-02-05T12:39:44+00:00,269,11.81,1.32,62.47,99.95,3.50,1.49,0.00,0.00,,,,
2026-02-05T12:40:04+00:00,270,11.82,1.23,63.09,99.95,3.50,1.83,0.00,0.00,,,,
2026-02-05T12:40:24+00:00,271,11.83,1.24,63.50,99.95,3.50,1.02,0.00,0.00,,,,
2026-02-05T12:40:40+00:00,272,11.79,1.67,61.50,99.95,3.50,1.76,0.00,0.00,,,,
2026-02-05T12:40:59+00:00,273,11.80,1.76,62.13,99.95,3.50,1.70,0.00,0.00,,,,
2026-02-05T12:41:15+00:00,274,11.80,1.95,61.99,99.95,3.50,1.32,0.00,0.00,,,,
2026-02-05T12:41:37+00:00,275,11.83,1.60,63.18,99.95,3.50,2.00,0.00,0.00,,,,
2026-02-05T12:41:58+00:00,276,11.84,1.50,63.74,99.95,3.50,1.42,0.00,0.00,,,,
2026-02-05T12:42:17+00:00,277,11.98,1.43,70.51,99.95,3.50,1.92,0.00,0.00,,,,
2026-02-05T12:42:34+00:00,278,12.00,1.17,71.28,99.95,3.50,1.61,0.00,0.00,,,,
2026-02-05T12:42:50+00:00,279,12.01,1.67,71.75,99.95,3.50,1.16,0.00,0.00,,,,
2026-02-05T12:43:09+00:00,280,11.98,1.47,70.39,99.95,3.50,1.82,0.00,0.00,,,,
2026-02-05T12:43:24+00:00,281,12.02,1.97,72.28,99.95,3.50,1.62,0.00,0.00,,,,
2026-02-05T12:43:40+00:00,282,12.03,1.57,72.96,99.95,3.50,1.76,0.00,0.00,,,,
2026-02-05T12:43:59+00:00,283,12.01,1.01,71.73,99.95,3.50,1.77,0.00,0.00,,,,
2026-02-06T05:34:57+00:00,284,12.15,1.40,78.79,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:35:17+00:00,285,10.42,1.98,0.00,99.99,0.00,0.00,34.44,2.87,,,,
2026-02-06T05:35:37+00:00,286,12.01,1.94,72.02,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:35:52+00:00,287,9.92,1.04,0.00,99.97,0.00,0.00,32.16,2.68,,,,
2026-02-06T05:36:12+00:00,288,11.99,1.01,70.97,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:36:27+00:00,289,12.02,1.26,72.38,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:36:42+00:00,290,12.03,1.18,72.78,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:37:02+00:00,291,12.02,1.30,72.57,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:37:17+00:00,292,12.03,1.13,73.02,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:37:37+00:00,293,12.03,1.75,72.94,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:37:52+00:00,294,12.02,1.66,72.56,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:38:07+00:00,295,12.03,1.71,72.94,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:38:27+00:00,296,11.99,1.15,70.81,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:38:47+00:00,297,12.02,2.00,72.50,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:39:07+00:00,298,0.00,0.00,0.00,99.95,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:39:22+00:00,299,0.00,0.00,0.00,99.94,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:39:42+00:00,300,0.00,0.00,0.00,99.92,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:40:02+00:00,301,0.00,0.00,0.00,99.90,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:40:22+00:00,302,0.00,0.00,0.00,99.88,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:40:42+00:00,303,0.00,0.00,0.00,99.86,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:41:02+00:00,304,0.00,0.00,0.00,99.84,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:41:17+00:00,305,0.00,0.00,0.00,99.82,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:41:32+00:00,306,0.00,0.00,0.00,99.81,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:41:47+00:00,307,0.00,0.00,0.00,99.79,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:42:07+00:00,308,0.00,0.00,0.00,99.77,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:42:27+00:00,309,0.00,0.00,0.00,99.75,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:42:47+00:00,310,0.00,0.00,0.00,99.73,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:43:07+00:00,311,0.00,0.00,0.00,99.71,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:43:27+00:00,312,0.00,0.00,0.00,99.69,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:43:47+00:00,313,0.00,0.00,0.00,99.67,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:44:02+00:00,314,0.00,0.00,0.00,99.66,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:50:22+00:00,315,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:50:41+00:00,316,12.18,1.22,80.10,99.98,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:50:56+00:00,317,12.13,1.31,77.77,99.98,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:51:16+00:00,318,11.14,1.30,30.36,99.98,0.00,0.00,19.92,1.66,,,,
2026-02-06T05:51:36+00:00,319,12.00,1.02,71.22,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:51:56+00:00,320,12.00,1.49,71.53,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T05:52:17+00:00,321,11.98,1.76,70.50,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T08:59:42+00:00,322,0.00,0.00,0.00,100.00,29.70,1.49,0.00,0.00,,,,
2026-02-06T08:59:57+00:00,323,0.00,0.00,0.00,99.98,29.70,1.01,0.00,0.00,,,,
2026-02-06T09:00:17+00:00,324,12.40,1.02,90.66,99.98,29.70,1.12,0.00,0.00,,,,
2026-02-06T09:00:32+00:00,325,10.94,1.20,20.73,99.98,29.70,1.87,23.40,1.95,,,,
2026-02-06T09:00:52+00:00,326,11.34,1.67,39.81,99.98,29.70,1.78,21.36,1.78,,,,
2026-02-06T09:01:12+00:00,327,12.12,1.32,77.37,99.97,29.70,1.45,0.00,0.00,,,,
2026-02-06T09:01:27+00:00,328,12.12,1.09,77.34,99.97,29.70,1.83,0.00,0.00,,,,
2026-02-06T09:01:47+00:00,329,12.13,1.07,77.72,99.97,29.70,1.81,0.00,0.00,,,,
2026-02-06T09:02:02+00:00,330,12.11,1.11,76.44,99.97,29.70,1.78,0.00,0.00,,,,
2026-02-06T09:02:22+00:00,331,12.12,1.15,77.14,99.97,29.70,1.78,0.00,0.00,,,,
2026-02-06T09:02:37+00:00,332,12.10,1.02,76.10,99.97,29.70,1.66,0.00,0.00,,,,
2026-02-06T09:02:57+00:00,333,12.08,1.56,75.24,99.97,22.21,1.07,0.00,0.00,,,,
2026-02-06T09:03:12+00:00,334,12.08,1.98,75.20,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:03:27+00:00,335,12.07,1.00,74.87,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:03:47+00:00,336,12.09,1.23,75.61,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:04:02+00:00,337,12.07,1.01,74.66,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:04:22+00:00,338,12.04,1.30,73.47,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:04:42+00:00,339,12.07,1.10,74.58,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:05:02+00:00,340,12.06,1.60,74.40,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:05:17+00:00,341,12.06,1.92,74.48,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:05:32+00:00,342,12.05,1.38,74.02,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:05:52+00:00,343,12.08,1.57,75.34,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:06:12+00:00,344,12.05,1.88,73.91,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:06:27+00:00,345,12.05,1.85,73.97,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:06:47+00:00,346,12.05,1.84,74.03,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:07:02+00:00,347,12.04,1.28,73.20,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:07:22+00:00,348,12.03,1.27,72.74,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:07:37+00:00,349,12.03,1.87,72.94,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:07:57+00:00,350,12.03,1.33,72.77,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:08:12+00:00,351,12.03,1.48,72.93,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:08:32+00:00,352,12.04,1.93,73.55,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:08:47+00:00,353,12.03,1.89,72.81,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:09:07+00:00,354,11.98,1.09,70.65,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:09:22+00:00,355,12.02,1.75,72.55,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:09:42+00:00,356,12.01,1.60,72.12,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:09:57+00:00,357,12.03,1.52,72.92,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:10:12+00:00,358,12.01,1.68,71.73,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:10:32+00:00,359,12.03,1.94,72.73,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:10:52+00:00,360,12.03,1.19,72.66,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:11:12+00:00,361,12.03,1.36,72.67,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:11:32+00:00,362,11.99,1.53,70.83,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:11:52+00:00,363,12.02,1.03,72.31,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:12:12+00:00,364,11.99,1.92,70.95,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:12:27+00:00,365,12.00,1.45,71.47,99.97,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:12:47+00:00,366,11.99,1.65,70.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:13:02+00:00,367,11.98,1.90,70.47,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:13:22+00:00,368,12.01,1.57,71.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:13:37+00:00,369,11.98,1.27,70.56,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:13:52+00:00,370,12.00,1.26,71.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:14:12+00:00,371,11.98,1.77,70.66,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:14:27+00:00,372,12.00,1.28,71.35,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:14:47+00:00,373,11.98,1.74,70.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:15:07+00:00,374,11.98,1.76,70.65,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:15:27+00:00,375,11.97,1.24,70.16,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:15:42+00:00,376,11.97,1.11,70.14,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:16:02+00:00,377,11.98,1.30,70.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:16:17+00:00,378,11.98,1.16,70.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:16:32+00:00,379,11.97,1.29,69.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:16:52+00:00,380,11.96,1.24,69.65,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:17:07+00:00,381,11.98,1.15,70.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:17:27+00:00,382,11.97,1.68,70.14,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:17:42+00:00,383,11.96,1.90,69.66,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:18:02+00:00,384,11.97,1.91,70.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:18:22+00:00,385,11.97,1.15,69.94,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:18:42+00:00,386,11.97,1.82,70.18,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:19:02+00:00,387,11.97,1.31,69.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:19:22+00:00,388,11.96,2.00,69.58,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:19:42+00:00,389,11.97,1.39,70.16,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:19:57+00:00,390,11.95,2.00,69.20,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:20:17+00:00,391,11.96,1.28,69.69,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:20:37+00:00,392,11.95,1.10,68.82,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:20:57+00:00,393,11.94,1.65,68.55,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:21:17+00:00,394,11.96,1.11,69.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:21:37+00:00,395,11.96,1.63,69.29,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:21:57+00:00,396,11.93,1.16,68.22,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:22:12+00:00,397,11.92,1.37,67.84,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:22:32+00:00,398,11.93,1.95,68.22,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:22:47+00:00,399,11.92,1.49,67.80,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:23:07+00:00,400,11.93,1.93,68.08,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:23:22+00:00,401,11.94,1.65,68.34,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:23:42+00:00,402,11.92,1.34,67.76,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:24:02+00:00,403,11.87,1.83,65.27,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:24:22+00:00,404,11.93,1.04,68.05,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:24:42+00:00,405,11.92,1.64,67.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:24:57+00:00,406,11.92,1.23,67.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:25:12+00:00,407,11.91,1.19,67.33,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:25:32+00:00,408,11.93,1.40,67.97,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:25:47+00:00,409,11.93,1.84,68.33,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:26:07+00:00,410,11.91,1.00,67.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:26:27+00:00,411,11.89,1.48,66.14,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:26:42+00:00,412,11.90,1.14,66.53,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:27:02+00:00,413,11.90,1.59,66.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:27:22+00:00,414,11.90,1.61,66.80,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:27:37+00:00,415,11.90,1.67,66.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:27:57+00:00,416,11.91,1.38,67.07,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:28:12+00:00,417,11.89,1.89,66.20,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:28:32+00:00,418,11.88,1.33,65.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:28:52+00:00,419,11.86,1.08,64.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:29:12+00:00,420,11.89,1.39,66.08,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:29:32+00:00,421,11.88,1.37,65.58,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:29:52+00:00,422,11.89,1.81,65.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:30:12+00:00,423,11.91,1.82,67.05,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:30:32+00:00,424,11.88,1.76,65.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:30:47+00:00,425,11.88,1.40,65.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:31:07+00:00,426,11.88,1.16,65.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:31:27+00:00,427,11.88,1.53,65.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:31:47+00:00,428,11.90,1.41,66.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:32:06+00:00,429,11.86,1.87,64.92,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:32:22+00:00,430,11.89,1.55,66.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:32:42+00:00,431,11.88,1.76,65.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:33:02+00:00,432,11.85,1.16,64.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:33:17+00:00,433,11.84,1.94,63.92,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:33:37+00:00,434,11.85,1.85,64.20,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:33:52+00:00,435,11.84,1.71,63.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:34:12+00:00,436,11.84,1.97,63.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:34:27+00:00,437,11.83,1.93,63.53,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:34:47+00:00,438,11.85,1.04,64.40,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:35:02+00:00,439,11.85,1.10,64.36,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:35:22+00:00,440,11.83,1.39,63.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:35:42+00:00,441,11.85,1.55,64.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:35:57+00:00,442,11.84,1.96,63.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:36:17+00:00,443,11.84,1.46,63.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:36:37+00:00,444,11.83,1.64,63.37,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:36:52+00:00,445,11.84,1.57,63.80,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:37:12+00:00,446,11.82,1.91,63.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:37:32+00:00,447,11.80,1.75,62.07,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:37:47+00:00,448,11.84,1.31,63.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:38:07+00:00,449,11.83,1.33,63.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:38:27+00:00,450,11.81,1.09,62.49,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:38:46+00:00,451,11.81,1.41,62.50,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:39:02+00:00,452,11.82,1.94,62.69,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:39:17+00:00,453,11.82,1.50,62.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:39:37+00:00,454,11.82,1.70,62.82,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:39:57+00:00,455,11.76,1.50,59.81,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:40:12+00:00,456,11.78,1.73,61.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:40:27+00:00,457,11.80,1.40,61.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:40:47+00:00,458,11.80,1.31,62.07,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:41:07+00:00,459,11.79,1.30,61.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:41:22+00:00,460,11.81,1.03,62.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:41:42+00:00,461,11.79,1.57,61.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:42:02+00:00,462,11.78,1.47,60.91,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:42:17+00:00,463,11.79,1.71,61.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:42:37+00:00,464,11.80,1.39,61.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:42:52+00:00,465,11.79,1.35,61.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:43:12+00:00,466,11.77,1.42,60.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:43:32+00:00,467,11.78,1.30,60.96,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:43:52+00:00,468,11.76,1.17,60.07,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:44:12+00:00,469,11.77,1.13,60.56,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:44:32+00:00,470,11.76,1.53,59.91,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:44:47+00:00,471,11.75,1.40,59.51,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:45:07+00:00,472,11.79,1.93,61.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:45:27+00:00,473,11.76,1.28,59.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:45:47+00:00,474,11.77,1.45,60.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:46:02+00:00,475,11.75,1.64,59.51,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:46:22+00:00,476,11.77,1.08,60.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:46:42+00:00,477,11.78,1.48,61.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:47:02+00:00,478,11.74,1.93,59.13,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:47:22+00:00,479,11.78,1.19,61.13,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:47:37+00:00,480,11.77,1.97,60.49,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:47:57+00:00,481,11.75,1.86,59.63,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:48:17+00:00,482,11.74,1.33,59.04,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:48:37+00:00,483,11.70,1.33,57.04,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:48:57+00:00,484,11.74,1.35,58.84,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:49:17+00:00,485,11.73,1.75,58.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:49:37+00:00,486,11.71,1.99,57.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:49:57+00:00,487,11.74,1.28,59.16,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:50:12+00:00,488,11.73,1.11,58.63,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:50:27+00:00,489,11.73,1.43,58.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:50:47+00:00,490,11.74,1.26,58.85,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:51:07+00:00,491,11.70,1.51,57.22,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:51:27+00:00,492,11.70,1.34,57.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:51:47+00:00,493,11.73,1.06,58.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:52:06+00:00,494,11.70,1.95,57.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:52:22+00:00,495,11.71,1.30,57.68,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:52:37+00:00,496,11.69,1.49,56.63,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:52:57+00:00,497,11.70,1.85,56.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:53:12+00:00,498,11.70,1.76,57.15,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:53:31+00:00,499,11.70,1.78,57.34,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:53:47+00:00,500,11.70,1.56,57.34,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:54:07+00:00,501,11.69,1.29,56.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:54:27+00:00,502,11.71,1.23,57.59,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:54:42+00:00,503,11.69,1.08,56.88,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:55:02+00:00,504,11.71,1.98,57.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:55:22+00:00,505,11.69,1.55,56.48,100.00,0.00,0.00,0.00,0.00,,,,
